oblast;raion;hromada;level;started_at;finished_at
Mykolaivska oblast;Mykolaivskyi raion;m. Mykolaiv ta Mykolaivska terytorialna hromada;hromada;30.04.2022 12:50;30.04.2022 15:33
Donetska oblast;Kramatorskyi raion;;raion;30.04.2022 14:06;30.04.2022 14:20
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;30.04.2022 14:34;30.04.2022 15:16
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;30.04.2022 14:34;30.04.2022 15:15
Mykolaivska oblast;;;oblast;30.04.2022 14:34;30.04.2022 15:32
Zaporizka oblast;;;oblast;30.04.2022 14:35;30.04.2022 15:18
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;30.04.2022 14:35;30.04.2022 15:33
Mykolaivska oblast;Voznesenskyi raion;m. Yuzhnoukrainsk ta Yuzhnoukrainska terytorialna hromada;hromada;30.04.2022 14:36;30.04.2022 15:32
Dnipropetrovska oblast;;;oblast;30.04.2022 14:37;30.04.2022 15:15
Donetska oblast;;;oblast;30.04.2022 14:37;30.04.2022 15:28
Mykolaivska oblast;Bashtanskyi raion;;raion;30.04.2022 14:39;30.04.2022 15:32
Kharkivska oblast;;;oblast;30.04.2022 14:39;30.04.2022 19:21
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;30.04.2022 14:49;30.04.2022 15:33
Kharkivska oblast;Kharkivskyi raion;;raion;30.04.2022 16:44;30.04.2022 19:21
Kharkivska oblast;Bohodukhivskyi raion;;raion;30.04.2022 16:44;30.04.2022 19:21
Kharkivska oblast;Krasnohradskyi raion;;raion;30.04.2022 16:44;30.04.2022 19:21
Kharkivska oblast;Lozivskyi raion;;raion;30.04.2022 16:44;30.04.2022 19:21
Dnipropetrovska oblast;;;oblast;30.04.2022 16:45;30.04.2022 17:35
Donetska oblast;;;oblast;30.04.2022 16:46;30.04.2022 17:33
Zaporizka oblast;;;oblast;30.04.2022 16:46;30.04.2022 17:38
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;30.04.2022 16:46;30.04.2022 17:36
Mykolaivska oblast;;;oblast;30.04.2022 19:04;30.04.2022 19:37
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;30.04.2022 19:05;30.04.2022 19:31
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;30.04.2022 19:05;30.04.2022 19:38
Odeska oblast;;;oblast;30.04.2022 19:06;30.04.2022 19:29
Mykolaivska oblast;Mykolaivskyi raion;;raion;30.04.2022 19:07;30.04.2022 19:38
Mykolaivska oblast;Bashtanskyi raion;;raion;30.04.2022 19:07;30.04.2022 19:37
Khmelnytska oblast;;;oblast;30.04.2022 19:07;30.04.2022 19:30
Zhytomyrska oblast;;;oblast;30.04.2022 19:07;30.04.2022 19:29
Vinnytska oblast;;;oblast;30.04.2022 19:07;30.04.2022 19:39
Cherkaska oblast;;;oblast;30.04.2022 19:07;30.04.2022 19:29
Ivano-Frankivska oblast;;;oblast;30.04.2022 19:08;30.04.2022 19:30
Kirovohradska oblast;;;oblast;30.04.2022 19:08;30.04.2022 19:29
Volynska oblast;;;oblast;30.04.2022 19:09;30.04.2022 19:31
Rivnenska oblast;;;oblast;30.04.2022 19:09;30.04.2022 19:30
Lvivska oblast;;;oblast;30.04.2022 19:10;30.04.2022 19:30
Ternopilska oblast;;;oblast;30.04.2022 19:11;30.04.2022 19:32
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;30.04.2022 19:13;30.04.2022 19:13
Zakarpatska oblast;;;oblast;30.04.2022 19:13;30.04.2022 19:30
Chernivetska oblast;;;oblast;30.04.2022 19:15;30.04.2022 19:37
Kharkivska oblast;;;oblast;30.04.2022 21:34;30.04.2022 21:42
Zaporizka oblast;;;oblast;30.04.2022 22:56;01.05.2022 0:14
Kharkivska oblast;;;oblast;30.04.2022 23:34;30.04.2022 23:48
Dnipropetrovska oblast;;;oblast;30.04.2022 23:34;01.05.2022 0:10
Donetska oblast;;;oblast;30.04.2022 23:35;30.04.2022 23:47
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;30.04.2022 23:35;01.05.2022 0:10
Cherkaska oblast;;;oblast;30.04.2022 23:42;01.05.2022 0:12
Kirovohradska oblast;;;oblast;30.04.2022 23:43;01.05.2022 0:12
Donetska oblast;;;oblast;01.05.2022 2:54;01.05.2022 3:18
Dnipropetrovska oblast;;;oblast;01.05.2022 6:32;01.05.2022 7:12
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;01.05.2022 6:33;01.05.2022 7:12
Kharkivska oblast;;;oblast;01.05.2022 6:34;01.05.2022 7:13
Poltavska oblast;;;oblast;01.05.2022 6:34;01.05.2022 7:14
Zaporizka oblast;;;oblast;01.05.2022 6:34;01.05.2022 7:15
Donetska oblast;;;oblast;01.05.2022 6:36;01.05.2022 7:07
Sumska oblast;;;oblast;01.05.2022 6:47;01.05.2022 7:17
Donetska oblast;Volnovaskyi raion;Velykonovosilkivska terytorialna hromada;hromada;01.05.2022 7:39;01.05.2022 8:06
Dnipropetrovska oblast;;;oblast;01.05.2022 7:40;01.05.2022 8:04
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;01.05.2022 7:41;01.05.2022 8:05
Donetska oblast;Pokrovskyi raion;Kurakhivska terytorialna hromada;hromada;01.05.2022 7:41;01.05.2022 8:06
Zaporizka oblast;;;oblast;01.05.2022 7:42;01.05.2022 8:09
Donetska oblast;Pokrovskyi raion;Kurakhivska terytorialna hromada;hromada;01.05.2022 8:33;01.05.2022 8:47
Donetska oblast;Volnovaskyi raion;Velykonovosilkivska terytorialna hromada;hromada;01.05.2022 8:33;01.05.2022 8:47
Poltavska oblast;;;oblast;01.05.2022 8:50;01.05.2022 9:18
Dnipropetrovska oblast;;;oblast;01.05.2022 8:50;01.05.2022 9:18
Zaporizka oblast;;;oblast;01.05.2022 8:51;01.05.2022 9:20
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;01.05.2022 8:51;01.05.2022 9:19
Donetska oblast;Kramatorskyi raion;Lymanska terytorialna hromada;hromada;01.05.2022 9:49;01.05.2022 9:57
Kharkivska oblast;;;oblast;01.05.2022 9:53;01.05.2022 11:05
Donetska oblast;;;oblast;01.05.2022 9:56;01.05.2022 11:52
Zaporizka oblast;;;oblast;01.05.2022 10:52;01.05.2022 11:06
Kharkivska oblast;;;oblast;01.05.2022 11:22;01.05.2022 11:30
Odeska oblast;;;oblast;01.05.2022 14:08;01.05.2022 14:15
Kharkivska oblast;;;oblast;01.05.2022 14:16;01.05.2022 16:10
Donetska oblast;;;oblast;01.05.2022 14:19;01.05.2022 16:11
Poltavska oblast;;;oblast;01.05.2022 15:07;01.05.2022 16:04
Zaporizka oblast;;;oblast;01.05.2022 15:08;01.05.2022 16:06
Dnipropetrovska oblast;;;oblast;01.05.2022 15:09;01.05.2022 16:04
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;01.05.2022 15:09;01.05.2022 16:04
Dnipropetrovska oblast;;;oblast;02.05.2022 2:51;02.05.2022 3:27
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;02.05.2022 2:52;02.05.2022 3:27
Zaporizka oblast;;;oblast;02.05.2022 2:54;02.05.2022 3:28
Kharkivska oblast;;;oblast;02.05.2022 2:57;02.05.2022 3:28
Poltavska oblast;;;oblast;02.05.2022 2:58;02.05.2022 3:26
Donetska oblast;;;oblast;02.05.2022 2:59;02.05.2022 3:23
Kirovohradska oblast;;;oblast;02.05.2022 3:05;02.05.2022 3:28
Kharkivska oblast;;;oblast;02.05.2022 4:00;02.05.2022 4:21
Poltavska oblast;;;oblast;02.05.2022 4:01;02.05.2022 4:21
Donetska oblast;;;oblast;02.05.2022 5:59;02.05.2022 7:20
Kharkivska oblast;;;oblast;02.05.2022 6:00;02.05.2022 7:05
Dnipropetrovska oblast;;;oblast;02.05.2022 6:01;02.05.2022 7:03
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;02.05.2022 6:02;02.05.2022 7:04
Zaporizka oblast;;;oblast;02.05.2022 6:03;02.05.2022 7:05
Odeska oblast;;;oblast;02.05.2022 7:42;02.05.2022 8:05
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;02.05.2022 7:42;02.05.2022 8:25
Mykolaivska oblast;;;oblast;02.05.2022 7:45;02.05.2022 8:25
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;02.05.2022 7:52;02.05.2022 7:53
Dnipropetrovska oblast;;;oblast;02.05.2022 9:13;02.05.2022 9:21
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;02.05.2022 9:20;02.05.2022 9:22
Donetska oblast;Kramatorskyi raion;;raion;02.05.2022 9:24;02.05.2022 9:40
Dnipropetrovska oblast;Dniprovskyi raion;m. Dnipro ta Dniprovska terytorialna hromada;hromada;02.05.2022 9:25;02.05.2022 9:29
Donetska oblast;;;oblast;02.05.2022 9:26;02.05.2022 9:40
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;02.05.2022 9:26;02.05.2022 9:29
Dnipropetrovska oblast;;;oblast;02.05.2022 9:27;02.05.2022 9:30
Donetska oblast;Volnovaskyi raion;Velykonovosilkivska terytorialna hromada;hromada;02.05.2022 9:43;02.05.2022 10:36
Donetska oblast;Bakhmutskyi raion;;raion;02.05.2022 10:10;02.05.2022 12:27
Donetska oblast;Pokrovskyi raion;Avdiivska terytorialna hromada;hromada;02.05.2022 10:23;02.05.2022 10:36
Donetska oblast;Pokrovskyi raion;Kurakhivska terytorialna hromada;hromada;02.05.2022 10:24;02.05.2022 10:36
Donetska oblast;;;oblast;02.05.2022 11:27;02.05.2022 12:27
Donetska oblast;Kramatorskyi raion;;raion;02.05.2022 12:49;02.05.2022 13:28
Kharkivska oblast;;;oblast;02.05.2022 12:52;02.05.2022 13:30
Donetska oblast;;;oblast;02.05.2022 13:00;02.05.2022 13:31
Poltavska oblast;;;oblast;02.05.2022 14:12;02.05.2022 14:23
Kharkivska oblast;;;oblast;02.05.2022 14:14;02.05.2022 14:23
Dnipropetrovska oblast;;;oblast;02.05.2022 17:33;02.05.2022 17:59
Zaporizka oblast;;;oblast;02.05.2022 17:34;02.05.2022 18:01
Donetska oblast;;;oblast;02.05.2022 17:34;02.05.2022 17:58
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;02.05.2022 17:35;02.05.2022 17:59
Kharkivska oblast;;;oblast;02.05.2022 17:37;02.05.2022 18:21
Kharkivska oblast;Kharkivskyi raion;;raion;02.05.2022 17:53;02.05.2022 18:00
Mykolaivska oblast;Mykolaivskyi raion;m. Mykolaiv ta Mykolaivska terytorialna hromada;hromada;02.05.2022 18:23;02.05.2022 19:27
Zaporizka oblast;;;oblast;02.05.2022 18:35;02.05.2022 19:22
Donetska oblast;;;oblast;02.05.2022 18:42;02.05.2022 19:25
Kharkivska oblast;;;oblast;02.05.2022 18:47;02.05.2022 19:22
Odeska oblast;;;oblast;02.05.2022 19:35;02.05.2022 20:04
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;02.05.2022 19:38;02.05.2022 19:47
Donetska oblast;;;oblast;02.05.2022 19:40;02.05.2022 20:34
Kharkivska oblast;;;oblast;02.05.2022 19:44;02.05.2022 20:29
Mykolaivska oblast;Mykolaivskyi raion;m. Mykolaiv ta Mykolaivska terytorialna hromada;hromada;02.05.2022 20:26;02.05.2022 22:17
Kharkivska oblast;;;oblast;02.05.2022 21:41;02.05.2022 21:56
Odeska oblast;;;oblast;02.05.2022 22:15;02.05.2022 22:38
Mykolaivska oblast;;;oblast;02.05.2022 22:25;02.05.2022 22:43
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;02.05.2022 22:26;02.05.2022 22:44
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;02.05.2022 22:27;02.05.2022 22:45
Kharkivska oblast;;;oblast;03.05.2022 1:09;03.05.2022 1:25
Poltavska oblast;;;oblast;03.05.2022 1:10;03.05.2022 1:24
Donetska oblast;;;oblast;03.05.2022 1:38;03.05.2022 3:37
Poltavska oblast;;;oblast;03.05.2022 6:11;03.05.2022 6:55
Cherkaska oblast;;;oblast;03.05.2022 6:11;03.05.2022 6:55
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;03.05.2022 6:11;03.05.2022 6:53
Kirovohradska oblast;;;oblast;03.05.2022 6:11;03.05.2022 6:56
Dnipropetrovska oblast;;;oblast;03.05.2022 6:12;03.05.2022 6:52
Donetska oblast;Kramatorskyi raion;;raion;03.05.2022 6:12;03.05.2022 7:00
Zaporizka oblast;;;oblast;03.05.2022 6:12;03.05.2022 6:56
Donetska oblast;;;oblast;03.05.2022 6:13;03.05.2022 6:59
Donetska oblast;;;oblast;03.05.2022 7:23;03.05.2022 9:00
Kharkivska oblast;;;oblast;03.05.2022 7:27;03.05.2022 9:00
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;03.05.2022 8:58;03.05.2022 9:23
Dnipropetrovska oblast;;;oblast;03.05.2022 8:58;03.05.2022 9:22
Zaporizka oblast;;;oblast;03.05.2022 8:58;03.05.2022 9:25
Kharkivska oblast;;;oblast;03.05.2022 9:05;03.05.2022 9:24
Donetska oblast;;;oblast;03.05.2022 9:47;03.05.2022 10:13
Zaporizka oblast;;;oblast;03.05.2022 9:48;03.05.2022 10:13
Dnipropetrovska oblast;;;oblast;03.05.2022 9:48;03.05.2022 10:12
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;03.05.2022 9:48;03.05.2022 10:13
Donetska oblast;;;oblast;03.05.2022 10:28;03.05.2022 10:57
Zaporizka oblast;;;oblast;03.05.2022 11:11;03.05.2022 11:33
Sumska oblast;;;oblast;03.05.2022 11:40;03.05.2022 12:29
Poltavska oblast;;;oblast;03.05.2022 12:40;03.05.2022 13:00
Donetska oblast;Kramatorskyi raion;;raion;03.05.2022 14:15;03.05.2022 14:55
Donetska oblast;;;oblast;03.05.2022 14:16;03.05.2022 14:58
Kharkivska oblast;Kharkivskyi raion;m. Kharkiv ta Kharkivska terytorialna hromada;hromada;03.05.2022 14:22;03.05.2022 15:06
Cherkaska oblast;;;oblast;03.05.2022 15:16;03.05.2022 15:46
Kirovohradska oblast;;;oblast;03.05.2022 15:16;03.05.2022 15:46
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;03.05.2022 15:27;03.05.2022 15:42
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;03.05.2022 15:28;03.05.2022 15:44
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;03.05.2022 15:33;03.05.2022 16:11
Lvivska oblast;;;oblast;03.05.2022 15:47;03.05.2022 16:05
Khmelnytska oblast;;;oblast;03.05.2022 15:47;03.05.2022 16:05
Volynska oblast;;;oblast;03.05.2022 15:48;03.05.2022 16:05
Ivano-Frankivska oblast;;;oblast;03.05.2022 15:49;03.05.2022 16:05
Zakarpatska oblast;;;oblast;03.05.2022 15:49;03.05.2022 16:05
Rivnenska oblast;;;oblast;03.05.2022 15:49;03.05.2022 16:05
Ternopilska oblast;;;oblast;03.05.2022 15:51;03.05.2022 16:08
Chernivetska oblast;;;oblast;03.05.2022 15:52;03.05.2022 16:07
Kharkivska oblast;;;oblast;03.05.2022 16:51;03.05.2022 17:21
Donetska oblast;Kramatorskyi raion;;raion;03.05.2022 16:51;03.05.2022 17:20
Donetska oblast;Bakhmutskyi raion;;raion;03.05.2022 16:52;03.05.2022 17:20
Donetska oblast;Kramatorskyi raion;;raion;03.05.2022 17:40;03.05.2022 18:27
Kharkivska oblast;;;oblast;03.05.2022 17:41;03.05.2022 18:30
Poltavska oblast;;;oblast;03.05.2022 19:13;03.05.2022 22:40
Kharkivska oblast;;;oblast;03.05.2022 19:14;03.05.2022 22:37
Zaporizka oblast;;;oblast;03.05.2022 19:15;03.05.2022 22:41
Donetska oblast;;;oblast;03.05.2022 19:15;03.05.2022 21:18
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;03.05.2022 19:15;04.05.2022 0:00
Dnipropetrovska oblast;;;oblast;03.05.2022 19:15;03.05.2022 19:20
Vinnytska oblast;;;oblast;03.05.2022 19:16;03.05.2022 19:31
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;03.05.2022 19:16;03.05.2022 22:37
Kyiv;;;oblast;03.05.2022 19:16;03.05.2022 19:28
Zhytomyrska oblast;;;oblast;03.05.2022 19:17;03.05.2022 19:27
Cherkaska oblast;;;oblast;03.05.2022 19:17;03.05.2022 19:28
Odeska oblast;;;oblast;03.05.2022 19:17;03.05.2022 23:08
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;03.05.2022 19:18;03.05.2022 23:07
Kirovohradska oblast;;;oblast;03.05.2022 19:18;03.05.2022 19:29
Sumska oblast;;;oblast;03.05.2022 19:18;03.05.2022 22:44
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;03.05.2022 19:19;03.05.2022 23:12
Kyivska oblast;;;oblast;03.05.2022 19:20;03.05.2022 19:28
Chernihivska oblast;;;oblast;03.05.2022 19:20;03.05.2022 19:29
Dnipropetrovska oblast;;;oblast;03.05.2022 19:22;03.05.2022 22:38
Mykolaivska oblast;;;oblast;03.05.2022 19:22;03.05.2022 23:22
Mykolaivska oblast;Voznesenskyi raion;m. Yuzhnoukrainsk ta Yuzhnoukrainska terytorialna hromada;hromada;03.05.2022 19:24;03.05.2022 23:16
Rivnenska oblast;;;oblast;03.05.2022 19:25;03.05.2022 22:07
Volynska oblast;;;oblast;03.05.2022 19:26;03.05.2022 22:08
Ternopilska oblast;;;oblast;03.05.2022 19:27;03.05.2022 22:15
Khmelnytska oblast;;;oblast;03.05.2022 19:27;03.05.2022 22:10
Ivano-Frankivska oblast;;;oblast;03.05.2022 19:28;03.05.2022 22:13
Kyiv;;;oblast;03.05.2022 19:58;03.05.2022 22:32
Zhytomyrska oblast;;;oblast;03.05.2022 19:59;03.05.2022 22:33
Kirovohradska oblast;;;oblast;03.05.2022 20:00;03.05.2022 23:02
Cherkaska oblast;;;oblast;03.05.2022 20:00;03.05.2022 23:02
Kyivska oblast;;;oblast;03.05.2022 20:01;03.05.2022 22:34
Chernihivska oblast;;;oblast;03.05.2022 20:01;03.05.2022 22:34
Vinnytska oblast;;;oblast;03.05.2022 20:02;03.05.2022 22:16
Lvivska oblast;;;oblast;03.05.2022 20:03;03.05.2022 22:18
Zakarpatska oblast;;;oblast;03.05.2022 20:04;03.05.2022 22:13
Chernivetska oblast;;;oblast;03.05.2022 20:04;03.05.2022 22:13
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;03.05.2022 23:19;03.05.2022 23:51
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;03.05.2022 23:19;03.05.2022 23:51
Odeska oblast;;;oblast;03.05.2022 23:21;03.05.2022 23:37
Mykolaivska oblast;Voznesenskyi raion;m. Yuzhnoukrainsk ta Yuzhnoukrainska terytorialna hromada;hromada;03.05.2022 23:22;03.05.2022 23:43
Mykolaivska oblast;;;oblast;03.05.2022 23:23;03.05.2022 23:42
Poltavska oblast;;;oblast;04.05.2022 0:03;04.05.2022 0:42
Cherkaska oblast;;;oblast;04.05.2022 0:04;04.05.2022 0:43
Kirovohradska oblast;;;oblast;04.05.2022 0:04;04.05.2022 0:43
Chernihivska oblast;;;oblast;04.05.2022 0:14;04.05.2022 0:45
Sumska oblast;;;oblast;04.05.2022 0:16;04.05.2022 0:49
Kyiv;;;oblast;04.05.2022 0:24;04.05.2022 0:41
Zhytomyrska oblast;;;oblast;04.05.2022 0:24;04.05.2022 0:42
Kyivska oblast;;;oblast;04.05.2022 0:27;04.05.2022 0:44
Donetska oblast;;;oblast;04.05.2022 0:50;04.05.2022 1:25
Poltavska oblast;;;oblast;04.05.2022 2:15;04.05.2022 2:36
Kharkivska oblast;;;oblast;04.05.2022 2:16;04.05.2022 2:33
Kharkivska oblast;;;oblast;04.05.2022 7:00;04.05.2022 8:20
Zaporizka oblast;;;oblast;04.05.2022 7:01;04.05.2022 7:42
Donetska oblast;;;oblast;04.05.2022 7:16;04.05.2022 7:48
Donetska oblast;Pokrovskyi raion;;raion;04.05.2022 7:50;04.05.2022 8:22
Donetska oblast;Kramatorskyi raion;;raion;04.05.2022 8:51;04.05.2022 10:13
Kharkivska oblast;;;oblast;04.05.2022 8:55;04.05.2022 9:37
Dnipropetrovska oblast;;;oblast;04.05.2022 9:46;04.05.2022 10:12
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;04.05.2022 9:46;04.05.2022 10:13
Donetska oblast;Bakhmutskyi raion;;raion;04.05.2022 9:50;04.05.2022 10:13
Donetska oblast;;;oblast;04.05.2022 9:51;04.05.2022 10:13
Dnipropetrovska oblast;Synelnykivskyi raion;m. Synelnykove ta Synelnykivska terytorialna hromada;hromada;04.05.2022 10:26;04.05.2022 10:41
Dnipropetrovska oblast;Pavlohradskyi raion;m. Pavlohrad ta Pavlohradska terytorialna hromada;hromada;04.05.2022 10:26;04.05.2022 10:42
Dnipropetrovska oblast;Pavlohradskyi raion;;raion;04.05.2022 10:28;04.05.2022 10:42
Dnipropetrovska oblast;Synelnykivskyi raion;;raion;04.05.2022 10:28;04.05.2022 10:42
Donetska oblast;;;oblast;04.05.2022 11:16;04.05.2022 11:27
Donetska oblast;;;oblast;04.05.2022 12:01;04.05.2022 12:16
Kharkivska oblast;;;oblast;04.05.2022 12:04;04.05.2022 12:17
Donetska oblast;Kramatorskyi raion;Lymanska terytorialna hromada;hromada;04.05.2022 13:08;04.05.2022 13:44
Donetska oblast;Kramatorskyi raion;Sviatohirska terytorialna hromada;hromada;04.05.2022 13:08;04.05.2022 13:44
Kharkivska oblast;;;oblast;04.05.2022 13:17;04.05.2022 13:39
Donetska oblast;;;oblast;04.05.2022 13:17;04.05.2022 13:42
Donetska oblast;Kramatorskyi raion;Lymanska terytorialna hromada;hromada;04.05.2022 14:05;04.05.2022 14:23
Donetska oblast;;;oblast;04.05.2022 14:43;04.05.2022 15:49
Kharkivska oblast;;;oblast;04.05.2022 17:09;04.05.2022 17:19
Donetska oblast;Kramatorskyi raion;;raion;04.05.2022 19:12;04.05.2022 19:36
Kharkivska oblast;;;oblast;04.05.2022 19:12;04.05.2022 19:37
Donetska oblast;;;oblast;04.05.2022 19:13;04.05.2022 19:36
Kyiv;;;oblast;04.05.2022 20:45;05.05.2022 0:16
Zhytomyrska oblast;;;oblast;04.05.2022 20:45;05.05.2022 0:17
Cherkaska oblast;;;oblast;04.05.2022 20:46;05.05.2022 0:17
Kyivska oblast;;;oblast;04.05.2022 20:46;05.05.2022 0:19
Kirovohradska oblast;;;oblast;04.05.2022 20:46;05.05.2022 0:18
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;04.05.2022 20:49;04.05.2022 23:02
Chernihivska oblast;;;oblast;04.05.2022 20:50;05.05.2022 1:56
Mykolaivska oblast;;;oblast;04.05.2022 20:50;04.05.2022 23:01
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;04.05.2022 20:50;04.05.2022 22:56
Mykolaivska oblast;Voznesenskyi raion;;raion;04.05.2022 20:51;04.05.2022 23:01
Mykolaivska oblast;Mykolaivskyi raion;;raion;04.05.2022 20:51;04.05.2022 23:03
Poltavska oblast;;;oblast;04.05.2022 20:51;04.05.2022 22:56
Mykolaivska oblast;Voznesenskyi raion;Bratska terytorialna hromada;hromada;04.05.2022 20:52;04.05.2022 23:06
Mykolaivska oblast;Voznesenskyi raion;Buzka terytorialna hromada;hromada;04.05.2022 20:52;04.05.2022 23:06
Mykolaivska oblast;Voznesenskyi raion;Veselynivska terytorialna hromada;hromada;04.05.2022 20:52;04.05.2022 23:06
Mykolaivska oblast;Bashtanskyi raion;;raion;04.05.2022 20:52;04.05.2022 23:01
Dnipropetrovska oblast;;;oblast;04.05.2022 20:52;04.05.2022 22:53
Mykolaivska oblast;Voznesenskyi raion;m. Yuzhnoukrainsk ta Yuzhnoukrainska terytorialna hromada;hromada;04.05.2022 20:52;04.05.2022 23:02
Mykolaivska oblast;Voznesenskyi raion;Prybuzka terytorialna hromada;hromada;04.05.2022 20:52;04.05.2022 23:05
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 22:53
Mykolaivska oblast;Voznesenskyi raion;Prybuzhanivska terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 23:06
Donetska oblast;Kramatorskyi raion;Oleksandrivska terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 23:06
Zaporizka oblast;Melitopolskyi raion;Oleksandrivska terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 23:06
Kirovohradska oblast;Kropyvnytskyi raion;Oleksandrivska terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 23:06
Mykolaivska oblast;Voznesenskyi raion;Oleksandrivska terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 23:06
Mykolaivska oblast;Bashtanskyi raion;Bereznehuvatska terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 23:05
Mykolaivska oblast;Bashtanskyi raion;m. Bashtanka ta Bashtanska terytorialna hromada;hromada;04.05.2022 20:53;04.05.2022 23:05
Mykolaivska oblast;Bashtanskyi raion;Novobuzka terytorialna hromada;hromada;04.05.2022 20:54;04.05.2022 23:05
Mykolaivska oblast;Pervomaiskyi raion;;raion;04.05.2022 20:54;04.05.2022 22:57
